agents,baseline_method,baseline_ratio,baseline_success,better_vs_ltm,candidate_id,component,contender_method,delta_ratio_vs_ltm,equal_vs_ltm,map,repair5g2_selected_source_method,repair5g3_synthetic_source_method,scen,seed,success,sum_of_loss_ratio,worse_vs_ltm
50,lacam_star_ltm,1.07806297962,True,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,0.0,True,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-145.scen,145,True,1.07806297962,False
50,lacam_star_ltm,1.07806297962,True,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,0.0,True,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-145.scen,145,True,1.07806297962,False
100,lacam_star_ltm,,False,False,always_additive_defer,control,always_additive_defer,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-136.scen,136,False,,False
100,lacam_star_ltm,,False,False,laur_disable,control,laur_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-136.scen,136,False,,False
100,lacam_star_ltm,,False,False,laur_force_additive_direct,control,laur_force_additive_direct,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-136.scen,136,False,,False
100,lacam_star_ltm,,False,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-136.scen,136,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_disable,diagnostic,repair5g5_contextual_flow_shield_selector_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-136.scen,136,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_force_additive_parity,diagnostic,repair5g5_contextual_flow_shield_selector_force_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-136.scen,136,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-136.scen,136,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-136.scen,136,False,,False
100,lacam_star_ltm,,False,False,always_additive_defer,control,always_additive_defer,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-137.scen,137,False,,False
100,lacam_star_ltm,,False,False,laur_disable,control,laur_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-137.scen,137,False,,False
100,lacam_star_ltm,,False,False,laur_force_additive_direct,control,laur_force_additive_direct,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-137.scen,137,False,,False
100,lacam_star_ltm,,False,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-137.scen,137,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_disable,diagnostic,repair5g5_contextual_flow_shield_selector_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-137.scen,137,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_force_additive_parity,diagnostic,repair5g5_contextual_flow_shield_selector_force_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-137.scen,137,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-137.scen,137,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-137.scen,137,False,,False
100,lacam_star_ltm,,False,False,always_additive_defer,control,always_additive_defer,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-138.scen,138,False,,False
100,lacam_star_ltm,,False,False,laur_disable,control,laur_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-138.scen,138,False,,False
100,lacam_star_ltm,,False,False,laur_force_additive_direct,control,laur_force_additive_direct,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-138.scen,138,False,,False
100,lacam_star_ltm,,False,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-138.scen,138,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_disable,diagnostic,repair5g5_contextual_flow_shield_selector_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-138.scen,138,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_force_additive_parity,diagnostic,repair5g5_contextual_flow_shield_selector_force_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-138.scen,138,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-138.scen,138,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-138.scen,138,False,,False
100,lacam_star_ltm,,False,False,always_additive_defer,control,always_additive_defer,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-139.scen,139,False,,False
100,lacam_star_ltm,,False,False,laur_disable,control,laur_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-139.scen,139,False,,False
100,lacam_star_ltm,,False,False,laur_force_additive_direct,control,laur_force_additive_direct,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-139.scen,139,False,,False
100,lacam_star_ltm,,False,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-139.scen,139,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_disable,diagnostic,repair5g5_contextual_flow_shield_selector_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-139.scen,139,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_force_additive_parity,diagnostic,repair5g5_contextual_flow_shield_selector_force_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-139.scen,139,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-139.scen,139,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-139.scen,139,False,,False
100,lacam_star_ltm,,False,False,always_additive_defer,control,always_additive_defer,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-140.scen,140,False,,False
100,lacam_star_ltm,,False,False,laur_disable,control,laur_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-140.scen,140,False,,False
100,lacam_star_ltm,,False,False,laur_force_additive_direct,control,laur_force_additive_direct,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-140.scen,140,False,,False
100,lacam_star_ltm,,False,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-140.scen,140,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_disable,diagnostic,repair5g5_contextual_flow_shield_selector_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-140.scen,140,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_force_additive_parity,diagnostic,repair5g5_contextual_flow_shield_selector_force_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-140.scen,140,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-140.scen,140,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-140.scen,140,False,,False
100,lacam_star_ltm,,False,False,always_additive_defer,control,always_additive_defer,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-141.scen,141,False,,False
100,lacam_star_ltm,,False,False,laur_disable,control,laur_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-141.scen,141,False,,False
100,lacam_star_ltm,,False,False,laur_force_additive_direct,control,laur_force_additive_direct,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-141.scen,141,False,,False
100,lacam_star_ltm,,False,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-141.scen,141,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_disable,diagnostic,repair5g5_contextual_flow_shield_selector_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-141.scen,141,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_force_additive_parity,diagnostic,repair5g5_contextual_flow_shield_selector_force_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-141.scen,141,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-141.scen,141,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-141.scen,141,False,,False
100,lacam_star_ltm,,False,False,always_additive_defer,control,always_additive_defer,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-142.scen,142,False,,False
100,lacam_star_ltm,,False,False,laur_disable,control,laur_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-142.scen,142,False,,False
100,lacam_star_ltm,,False,False,laur_force_additive_direct,control,laur_force_additive_direct,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-142.scen,142,False,,False
100,lacam_star_ltm,,False,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-142.scen,142,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_disable,diagnostic,repair5g5_contextual_flow_shield_selector_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-142.scen,142,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_force_additive_parity,diagnostic,repair5g5_contextual_flow_shield_selector_force_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-142.scen,142,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-142.scen,142,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-142.scen,142,False,,False
100,lacam_star_ltm,,False,False,always_additive_defer,control,always_additive_defer,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-143.scen,143,False,,False
100,lacam_star_ltm,,False,False,laur_disable,control,laur_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-143.scen,143,False,,False
100,lacam_star_ltm,,False,False,laur_force_additive_direct,control,laur_force_additive_direct,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-143.scen,143,False,,False
100,lacam_star_ltm,,False,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-143.scen,143,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_disable,diagnostic,repair5g5_contextual_flow_shield_selector_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-143.scen,143,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_force_additive_parity,diagnostic,repair5g5_contextual_flow_shield_selector_force_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-143.scen,143,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-143.scen,143,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-143.scen,143,False,,False
100,lacam_star_ltm,,False,False,always_additive_defer,control,always_additive_defer,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-144.scen,144,False,,False
100,lacam_star_ltm,,False,False,laur_disable,control,laur_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-144.scen,144,False,,False
100,lacam_star_ltm,,False,False,laur_force_additive_direct,control,laur_force_additive_direct,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-144.scen,144,False,,False
100,lacam_star_ltm,,False,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-144.scen,144,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_disable,diagnostic,repair5g5_contextual_flow_shield_selector_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-144.scen,144,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_force_additive_parity,diagnostic,repair5g5_contextual_flow_shield_selector_force_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-144.scen,144,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-144.scen,144,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-144.scen,144,False,,False
100,lacam_star_ltm,,False,False,always_additive_defer,control,always_additive_defer,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-145.scen,145,False,,False
100,lacam_star_ltm,,False,False,laur_disable,control,laur_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-145.scen,145,False,,False
100,lacam_star_ltm,,False,False,laur_force_additive_direct,control,laur_force_additive_direct,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-145.scen,145,False,,False
100,lacam_star_ltm,,False,False,repair5f_candidate_additive_ltm,control,repair5f_candidate_additive_ltm,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-145.scen,145,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_disable,diagnostic,repair5g5_contextual_flow_shield_selector_disable,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-145.scen,145,False,,False
100,lacam_star_ltm,,False,False,repair5g5_contextual_flow_shield_selector_force_additive_parity,diagnostic,repair5g5_contextual_flow_shield_selector_force_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-145.scen,145,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_additive_parity,control,repair5g_dual_additive_parity,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-145.scen,145,False,,False
100,lacam_star_ltm,,False,False,repair5g_dual_c_equiv_additive,control,repair5g_dual_c_equiv_additive,,False,warehouse-10-20-10-2-1,,,warehouse-10-20-10-2-1-random-145.scen,145,False,,False
